title	author	arxiv	type
LNMap: Departures from Isomorphic Assumption in Bilingual Lexicon Induction Through Non-Linear Mapping in Latent Space	Tasnim Mohiuddin, M Saiful Bari and Shafiq Joty	https://arxiv.org/abs/2004.13889	long
Local Additivity Based Data Augmentation for Semi-supervised NER	Jiaao Chen, Zhenghui Wang, Ran Tian, Zichao Yang and Diyi Yang	https://arxiv.org/abs/2010.01677	long
Localizing Q&A Semantic Parsers for Any Language In a Day	Mehrad Moradshahi, Giovanni Campagna, Sina Semnani, Silei Xu and Monica Lam	N/A	long
Look at the First Sentence: Position Bias in Question Answering	Miyoung Ko, Jinhyuk Lee, Hyunjae Kim, Gangwoo Kim and Jaewoo Kang	https://arxiv.org/abs/2004.14602	long
Losing Heads in the Lottery: Pruning Transformer Attention in Neural Machine Translation	Maximiliana Behnke and Kenneth Heafield	https://arxiv.org/pdf/1905.09418	long
Low-Resource Domain Adaptation for Compositional Task-Oriented Semantic Parsing	Xilun Chen, Asish Ghoshal, Yashar Mehdad, Luke Zettlemoyer and Sonal Gupta	https://arxiv.org/abs/2010.03546	long
LUKE: Deep Contextualized Entity Representations with Entity-aware Self-attention	Ikuya Yamada, Akari Asai, Hiroyuki Shindo, Hideaki Takeda and Yuji Matsumoto	https://arxiv.org/abs/2010.01057	long
MAD-X: An Adapter-based Framework for Multi-task Cross-lingual Transfer	Jonas Pfeiffer, Ivan Vulić, Iryna Gurevych and Sebastian Ruder	https://arxiv.org/abs/2005.00052	long
Making Monolingual Sentence Embeddings Multilingual using Knowledge Distillation	Nils Reimers and Iryna Gurevych	https://arxiv.org/abs/2004.09813	long
Masking as an Efficient Alternative to Finetuning for Pretrained Language Models	Mengjie Zhao, Tao Lin, Fei Mi, Martin Jaggi and Hinrich Schütze	https://arxiv.org/abs/2004.12406	long
MAVEN: A Massive General Domain Event Detection Dataset	Xiaozhi Wang, Ziqi Wang, Xu Han, Wangyi Jiang, Rong Han, Zhiyuan Liu, Juanzi Li, Peng Li, Yankai Lin and Jie Zhou	https://arxiv.org/abs/2004.13590	long
Measuring Information Propagation in Literary Social Networks	Matthew Sims and David Bamman	https://arxiv.org/abs/2004.13980	long
Measuring the Similarity of Grammatical Gender Systems by Comparing Partitions	Arya D. McCarthy, Adina Williams, Shijia Liu, David Yarowsky and Ryan Cotterell	N/A	long
MedDialog: A Large-scale Medical Dialogue Dataset	Guangtao Zeng, Wenmian Yang, Zeqian Ju, Yue Yang, Sicheng Wang, Ruisi Zhang, Meng Zhou, Jiaqi Zeng, Xiangyu Dong, Ruoyu Zhang, Hongchao Fang, Penghui Zhu, Shu Chen and Pengtao Xie	https://arxiv.org/abs/2004.03329	long
MEGA RST Discourse Treebanks with Structure and Nuclearity from Scalable Distant Sentiment Supervision	Patrick Huber and Giuseppe Carenini	N/A	long
Message Passing for Hyper-Relational Knowledge Graphs	Mikhail Galkin, Priyansh Trivedi, Gaurav Maheshwari, Ricardo Usbeck and Jens Lehmann	https://arxiv.org/abs/2009.10847	long
Meta Fine-Tuning Neural Language Models for Multi-Domain Text Mining	Chengyu Wang, Minghui Qiu, jun huang and XIAOFENG HE	https://arxiv.org/abs/2003.13003	long
META: Metadata-Empowered Weak Supervision for Text Classification	Dheeraj Mekala, Xinyang Zhang and Jingbo Shang	N/A	long
Methods for Numeracy-Preserving Word Embeddings	Dhanasekar Sundararaman, Shijing Si, Vivek Subramanian, Guoyin Wang, Devamanyu Hazarika and Lawrence Carin	N/A	long
MIME: MIMicking Emotions for Empathetic Response Generation	Navonil Majumder, Pengfei Hong, Shanshan Peng, Jiankun Lu, Deepanway Ghosal, Alexander Gelbukh, Rada Mihalcea and Soujanya Poria	https://arxiv.org/abs/2010.01454	long
Mind Your Inflections! Improving NLP for Non-Standard Englishes with Base-Inflection Encoding	Samson Tan, Shafiq Joty, Lav Varshney and Min-Yen Kan	https://arxiv.org/abs/2004.14870	long
MinTL: Minimalist Transfer Learning for Task-Oriented Dialogue Systems	Zhaojiang Lin, Andrea Madotto, Genta Indra Winata and Pascale Fung	https://arxiv.org/abs/2009.12005	long
Mitigating Gender Bias for Neural Dialogue Generation with Adversarial Learning	Haochen Liu, Wentao Wang, Yiqi Wang, Hui Liu, Zitao Liu and Jiliang Tang	https://arxiv.org/abs/2009.13028	long
MLSUM: The Multilingual Summarization Corpus	Thomas Scialom, Paul-Alexis Dray, Sylvain Lamprier, Benjamin Piwowarski and Jacopo Staiano	https://arxiv.org/abs/2004.14900	long
MOCHA: A Dataset for Training and Evaluating Generative Reading Comprehension Metrics	Anthony Chen, Gabriel Stanovsky, Sameer Singh and Matt Gardner	https://arxiv.org/abs/2010.03636	long
MODE-LSTM: A Parameter-efficient Recurrent Network with Multi-Scale for Sentence Classification	Qianli Ma, Zhenxi Lin, Jiangyue Yan, Zipeng Chen and Liuhong Yu	N/A	long
Modeling Protagonist Emotions for Emotion-Aware Storytelling	Faeze Brahman and Snigdha Chaturvedi	https://arxiv.org/abs/2010.06822	long
Modeling the Music Genre Perception across Language-Bound Cultures	Elena V. Epure, Guillaume Salha, Manuel Moussallam and Romain Hennequin	https://arxiv.org/abs/2010.06325	long
Modularized Transfomer-based Ranking Framework	Luyu Gao, Zhuyun Dai and Jamie Callan	N/A	long
MOSEAS: A Multimodal Language Dataset for Spanish, Portuguese, German and French	AmirAli Bagher Zadeh, Yansheng Cao, Simon Hessner, Paul Pu Liang, Soujanya Poria and Louis-Philippe Morency	N/A	long
MovieChats: Chat like Humans in a Closed Domain	Hui Su, Xiaoyu Shen, Zhou Xiao, Zheng Zhang, Ernie Chang, Cheng Zhang, Cheng Niu and Jie Zhou	N/A	long
Multi-Dimensional Gender Bias Classification	Emily Dinan, Angela Fan, Ledell Wu, Jason Weston, Douwe Kiela and Adina Williams	https://arxiv.org/abs/2005.00614	long
Multi-document Summarization with Maximal Marginal Relevance-guided Reinforcement Learning	Yuning Mao, Yanru Qu, Yiqing Xie, Xiang Ren and Jiawei Han	http://arxiv.org/abs/2010.00117	long
Multi-Fact Correction in Abstractive Text Summarization	Yue Dong, Shuohang Wang, Zhe Gan, Yu Cheng, Jackie Chi Kit Cheung and Jingjing Liu	https://arxiv.org/abs/2010.02443	long
Multi-hop Inference for Question-driven Summarization	Yang Deng, Wenxuan Zhang and Wai Lam	https://arxiv.org/abs/2010.03738	long
Multi-Instance Multi-Label Learning Networks for Aspect-Category Sentiment Analysis	Yuncong Li, Cunxiang Yin, Sheng-hua Zhong and Xu Pan	https://arxiv.org/abs/2010.02656	long
Multi-modal Multi-label Emotion Detection with Modality and Label Dependence	Dong Zhang, Xincheng Ju, Junhui Li, Shoushan Li, Qiaoming Zhu and Guodong Zhou	N/A	long
Multi-resolution Annotations for Emoji Prediction	Weicheng Ma, Ruibo Liu, Lili Wang and Soroush Vosoughi	N/A	long
Multi-Stage Pre-training for Automated Chinese Essay Scoring	Wei Song, Kai Zhang, Ruiji Fu, Lizhen Liu, Ting Liu and Miaomiao Cheng	N/A	long
Multi-Step Inference for Reasoning Over Paragraphs	Jiangming Liu, Matt Gardner, Shay B. Cohen and Mirella Lapata	https://arxiv.org/abs/2004.02995	long
Multi-Task Learning for Logically Dependent Tasks from the Perspective of Causal Inference	Wenqing Chen, Jidong Tian, Liqiang Xiao, Hao He and Yaohui Jin	https://arxiv.org/pdf/1707.08114	long
Multi-task Learning for Multilingual Neural Machine Translation	Yiren Wang, ChengXiang Zhai and Hany Hassan	https://arxiv.org/abs/2010.02523	long
Multi-turn Response Selection using Dialogue Dependency Relations	Qi Jia, Yizhu Liu, Siyu Ren, Kenny Zhu and Haifeng Tang	https://arxiv.org/abs/2010.01502	long
Multi-Unit Transformers for Neural Machine Translation	Jianhao Yan, Fandong Meng and Jie Zhou	N/A	long
Multi-View Sequence-to-Sequence Models with Conversational Structure for Abstractive Dialogue Summarization	Jiaao Chen and Diyi Yang	https://arxiv.org/abs/2010.01672	long
Multi-view Story Characterization from Movie Plot Synopses and Reviews	Sudipta Kar, Gustavo Aguilar, Mirella Lapata and Thamar Solorio	N/A	long
MultiCQA: Zero-Shot Transfer of Self-Supervised Text Matching Models on a Massive Scale	Andreas Rücklé, Jonas Pfeiffer and Iryna Gurevych	https://arxiv.org/abs/2010.00980	long
Multilevel Text Alignment with Cross-Document Attention	Xuhui Zhou, Nikolaos Pappas and Noah A. Smith	N/A	long
Multilingual AMR-to-Text Generation	Angela Fan and Claire Gardent	N/A	long
Multimodal Joint Attribute Prediction and Value Extraction for E-commerce Product	Tiangang Zhu, Yue Wang, Haoran Li, Youzheng Wu, Xiaodong He and Bowen Zhou	https://arxiv.org/abs/2009.07162	long
Multimodal Routing: Improving Local and Global Interpretability of Multimodal Language Analysis	Yao-Hung Hubert Tsai, Martin Ma, Muqiao Yang, Ruslan Salakhutdinov and Louis-Philippe Morency	https://arxiv.org/abs/2004.14198	long
Multistage Fusion with Forget Gate for Multimodal Summarization in Open-Domain Videos	Nayu Liu, Xian Sun, Hongfeng Yu, Wenkai Zhang and Guangluan Xu	N/A	long
MUTANT: A Training Paradigm for Out-of-Distribution Generalization in Visual Question Answering	Tejas Gokhale, Pratyay Banerjee, Chitta Baral and Yezhou Yang	https://arxiv.org/abs/2009.08566	long
Named Entity Recognition Only from Word Embeddings	Ying Luo, Hai Zhao and Junlang Zhan	https://arxiv.org/abs/1909.00164	long
Natural Language Processing for Achieving Sustainable Development: the Case of Neural Labelling to Enhance Community Profiling	Costanza Conforti, Stephanie Hirmer, Dai Morgan, Marco Basaldella and Yau Ben Or	https://arxiv.org/abs/2004.12935	long
Near-imperceptible Neural Linguistic Steganography via Self-Adjusting Arithmetic Coding	Jiaming Shen, Heng Ji and Jiawei Han	https://arxiv.org/abs/2010.00677	long
Neural Deepfake Detection with Factual Structure of Text	Wanjun Zhong, Duyu Tang, Zenan Xu, Ruize Wang, Nan Duan, Ming Zhou, Jiahai Wang and Jian Yin	https://arxiv.org/pdf/2004.11138	long
Neural Extractive Summarization with Hierarchical Attentive Heterogeneous Graph Network	Ruipeng Jia, Yanan Cao, Hengzhu Tang, Fang Fang, Cong Cao and Shi Wang	https://arxiv.org/abs/2004.12393	long
Neural Mask Generator: Learning to Generate Adaptive Word Maskings for Language Model Adaptation	Minki Kang, Moonsu Han and Sung Ju Hwang	https://arxiv.org/abs/2010.02705	long
Neural Topic Modeling with Cycle-Consistent Adversarial Training	Xuemeng Hu, Rui Wang, Deyu Zhou and Yuxuan Xiong	https://arxiv.org/abs/2009.13971	long
Non-Autoregressive Machine Translation with Latent Alignments	Chitwan Saharia, William Chan, Saurabh Saxena and Mohammad Norouzi	https://arxiv.org/abs/2004.07437	long
Not Low-Resource Anymore: Aligner Ensembling, Batch Filtering, and New Datasets for Bengali-English Machine Translation	Tahmid Hasan, Abhik Bhattacharjee, Kazi Samin, Masum Hasan, Madhusudan Basak, M. Sohel Rahman and Rifat Shahriyar	https://arxiv.org/abs/2009.09359	long
NwQM: A neural quality assessment framework for Wikipedia	Bhanu Prakash Reddy Guda, Sasi Bhushan Seelaboyina, Soumya Sarkar and Animesh Mukherjee	https://arxiv.org/abs/2010.06969	long
OCR Post-Correction for Endangered Language Texts	Shruti Rijhwani, Antonios Anastasopoulos and Graham Neubig	N/A	long
On Extractive and Abstractive Neural Document Summarization with Transformer Language Models	Jonathan Pilault, Raymond Li, Sandeep Subramanian and Chris Pal	https://arxiv.org/abs/1909.03186	long
On Losses for Modern Language Models	Stéphane Aroca-Ouellette and Frank Rudzicz	https://arxiv.org/abs/2010.01694	long
On Negative Interference in Multilingual Language Models	Zirui Wang, Zachary C. Lipton and Yulia Tsvetkov	https://arxiv.org/abs/2010.03017	long
On the Ability of Self-Attention Networks to Recognize Counter Languages	Satwik Bhattamishra, Kabir Ahuja and Navin Goyal	https://arxiv.org/abs/2009.11264	long
On the Reliability and Validity of Detecting Approval of Political Actors in Tweets	Indira Sen, Fabian Flöck and Claudia Wagner	N/A	long
On the Sentence Embeddings from BERT for Semantic Textual Similarity	Bohan Li, Hao Zhou, Junxian He, Mingxuan Wang, Yiming Yang and Lei Li	N/A	long
Online Back-Parsing for AMR-to-Text Generation	Xuefeng Bai, Linfeng Song and Yue Zhang	https://arxiv.org/abs/2010.04520	long
Online Conversation Disentanglement with Pointer Networks	Tao Yu and Shafiq Joty	N/A	long
Optimus: Organizing Sentences via Pre-trained Modeling of a Latent Space	Chunyuan Li, Xiang Gao, Yuan Li, Baolin Peng, Xiujun Li, Yizhe Zhang and Jianfeng Gao	https://arxiv.org/abs/2004.04092	long
PAIR: Planning and Iterative Refinement in Pre-trained Transformers for Long Text Generation	Xinyu Hua and Lu Wang	https://arxiv.org/abs/2010.02301	long
PALM: Pre-training an Autoencoding&autoregressive Language Model for Context-conditioned Generation	Bin Bi, Chenliang Li, Chen Wu, Ming Yan, Wei Wang, Songfang Huang, Fei Huang and Luo Si	https://arxiv.org/abs/2004.07159	long
PARADE: A New Dataset for Paraphrase Identification Requiring Computer Science Domain Knowledge	Yun He, Zhuoer Wang, Yin Zhang, Ruihong Huang and James Caverlee	https://arxiv.org/abs/2010.03725	long
Parallel Interactive Networks for Multi-Domain Dialogue State Generation	Junfan Chen, Richong Zhang, Yongyi Mao and Jie Xu	https://arxiv.org/abs/2009.07616	long
Pareto Probing: Trading-Off Accuracy and Complexity	Tiago Pimentel, Naomi Saphra, Adina Williams and Ryan Cotterell	https://arxiv.org/abs/2010.02180	long
Partially-Aligned Data-to-Text Generation with Distant Supervision	Zihao Fu, Bei Shi, Wai Lam, Lidong Bing and Zhiyuan Liu	http://arxiv.org/abs/2010.01268	long
PathQG: Neural Question Generation from Facts	Siyuan Wang, Zhongyu Wei, Zhihao Fan, Zengfeng Huang, Weijian Sun, Qi ZHANG and Xuanjing Huang	https://arxiv.org/abs/1704.01792	long
Personal Information Leakage Detection in Conversations	Qiongkai Xu, Lizhen Qu, Zeyu Gao and Gholamreza Haffari	N/A	long
Planning and Generating Natural and Diverse Disfluent Texts as Augmentation for Disfluency Detection	Jingfeng Yang, Diyi Yang and Zhaoran Ma	N/A	long
PlotMachines: Outline-Conditioned Generation with Dynamic Plot State Tracking	Hannah Rashkin, Asli Celikyilmaz, Yejin Choi and Jianfeng Gao	https://arxiv.org/abs/2004.14967	long
Plug and Play Autoencoders for Conditional Text Generation	Florian Mai, Nikolaos Pappas, Ivan Montero, Noah A. Smith and James Henderson	http://arxiv.org/abs/2010.02983	long
Point to the Expression: Solving Algebraic Word Problems using the Expression-Pointer Transformer Model	Bugeun Kim, Kyung Seo Ki, Donggeon Lee and Gahgene Gweon	N/A	long
Pointer: Constrained Text Generation via Insertion-based Generative Pre-training	Yizhe Zhang, Guoyin Wang, Chunyuan Li, Zhe Gan, Chris Brockett and Bill Dolan	https://arxiv.org/abs/2005.00558	long
Position-Aware Tagging for Aspect Sentiment Triplet Extraction	Lu Xu, Hao Li, Wei Lu and Lidong Bing	https://arxiv.org/abs/2010.02609	long
PowerTransformer: Unsupervised Controllable Revision for Biased Language Correction	Xinyao Ma, Maarten Sap, Hannah Rashkin and Yejin Choi	N/A	long
Pre-tokenization of Multi-word Expressions in Cross-lingual Word Embeddings	Naoki Otani, Satoru Ozaki, Xingyuan Zhao, Yucen Li, Micaelah St Johns and Lori Levin	https://arxiv.org/pdf/1706.04902	long
Pre-training Entity Relation Encoder with Intra-span and Inter-span Information	Yijun Wang, Changzhi Sun, Yuanbin Wu, Junchi Yan, Peng Gao and Guotong Xie	N/A	long
Pre-training for Abstractive Document Summarization by Reinstating Source Text	Yanyan Zou, Xingxing Zhang, Wei Lu, Furu Wei and Ming Zhou	https://arxiv.org/abs/2004.01853	long
Pre-training Multilingual Neural Machine Translation by Leveraging Alignment Information	Zehui Lin, Xiao Pan, Mingxuan Wang, Xipeng Qiu, Jiangtao Feng, Hao Zhou and Lei Li	https://arxiv.org/abs/2010.03142	long
Predicting Clinical Trial Results by Implicit Evidence Integration	Qiao Jin, Chuanqi Tan, Mosha Chen, Xiaozhong Liu and Songfang Huang	https://arxiv.org/abs/2010.05639	long
Predicting Stance and Rumor Veracity via Dual Hierarchical Transformer with Pretrained Encoders	Jianfei Yu, Jing Jiang, Ling Min Serena Khoo, Hai Leong Chieu and Rui Xia	N/A	long
Probing Pretrained Language Models for Lexical Semantics	Ivan Vulić, Edoardo Maria Ponti, Robert Litschko, Goran Glavaš and Anna Korhonen	https://arxiv.org/abs/2010.05731	long
Probing Task-Oriented Dialogue Representation from Language Models	Chien-Sheng Wu and Caiming Xiong	N/A	long
Profile Consistency Identification for Open-domain Dialogue Agents	Haoyu Song, Yan Wang, Wei-Nan Zhang, Zhengyu Zhao, Ting Liu and Xiaojiang Liu	https://arxiv.org/abs/2009.09680	long
Program Enhanced Fact Verification with Verbalization and Graph Attention Network	Xiaoyu Yang, Feng Nie, Yufei Feng, Quan Liu, Zhigang Chen and Xiaodan Zhu	https://arxiv.org/abs/2010.03084	long
ProtoQA: A Question Answering Dataset for Prototypical Common-Sense Reasoning	Michael Boratko, Xiang Li, Tim O'Gorman, Rajarshi Das, Dan Le and Andrew McCallum	https://arxiv.org/abs/2005.00771	long
PRover: Proof Generation for Interpretable Reasoning over Rules	Swarnadeep Saha, Sayan Ghosh, Shashank Srivastava and Mohit Bansal	https://arxiv.org/abs/2010.02830	long
PyMT5: multi-mode translation of natural language and Python code with transformers	Colin Clement, Dawn Drain, Jonathan Timcheck, Alexey Svyatkovskiy and Neel Sundaresan	http://arxiv.org/abs/2010.03150	long
Q-learning with Language Model for Edit-based Unsupervised Summarization	Ryosuke Kohita, Akifumi Wachi, Yang Zhao and Ryuki Tachibana	https://arxiv.org/abs/2010.04379	long
QADiscourse - Discourse Relations as QA Pairs: Representation, Crowdsourcing and Baselines	Valentina Pyatkin, Ayal Klein, Reut Tsarfaty and Ido Dagan	http://arxiv.org/abs/2010.02815	long
Quantifying Intimacy In Language	Jiaxin Pei and David Jurgens	N/A	long
Quantitative Argument Summarization and Beyond: Cross-Domain Key Point Analysis	Roy Bar-Haim, Yoav Kantor, Lilach Eden, Roni Friedman, Dan Lahav and Noam Slonim	https://arxiv.org/abs/2010.05369	long
Queens are Powerful too: Mitigating Gender Bias in Dialogue Generation	Emily Dinan, Angela Fan, Adina Williams, Jack Urbanek, Douwe Kiela and Jason Weston	https://arxiv.org/abs/1911.03842	long
Question Directed Graph Attention Network for Numerical Reasoning over Text	Kunlong Chen, Weidi Xu, Xingyi Cheng, Zou Xiaochuan, Yuyu Zhang, Le Song, Taifeng Wang, Yuan Qi and Wei Chu	https://arxiv.org/abs/2009.07448	long
Re-evaluating Evaluation in Text Summarization	Manik Bhandari, Pranav Narayan Gour, Atabak Ashfaq, Pengfei Liu and Graham Neubig	http://arxiv.org/abs/2010.07100	long
Re-examining the Role of Schema Linking in Text-to-SQL	Wenqiang Lei, Weixin Wang, Zhixin MA, Tian Gan, Wei Lu, Min-Yen Kan and Tat-Seng Chua	N/A	long
Recall and Learn: Fine-tuning Deep Pretrained Language Models with Less Forgetting	Sanyuan Chen, Yutai Hou, Yiming Cui, Wanxiang Che, Ting Liu and Xiangzhan Yu	https://arxiv.org/abs/2004.12651	long
Recurrent Event Network: Autoregressive Structure Inference over Temporal Knowledge Graphs	Woojeong Jin, Meng Qu, Xisen Jin and Xiang Ren	https://arxiv.org/abs/1904.05530	long
Recurrent Interaction Network for Jointly Extracting Entities and Classifying Relations	Kai Sun, Richong Zhang, Samuel Mensah, Yongyi Mao and xudong Liu	https://arxiv.org/abs/2005.00162	long
Refer, Reuse, Reduce: Grounding Subsequent References in Visual and Conversational Contexts	Ece Takmaz, Mario Giulianelli, Sandro Pezzelle, Arabella Sinclair and Raquel Fernández	N/A	long
Reformulating Unsupervised Style Transfer as Paraphrase Generation	Kalpesh Krishna, John Wieting and Mohit Iyyer	https://arxiv.org/abs/2010.05700	long
Regularizing Dialogue Generation by Imitating Implicit Scenarios	Shaoxiong Feng, Xuancheng Ren, Hongshen Chen, Bin Sun, Kan Li and Xu SUN	https://arxiv.org/abs/2010.01893	long
Relation-aware Graph Attention Networks with Relational Position Encodings for Emotion Recognition in Conversations	Taichi Ishiwatari, Yuki Yasuda, Taro Miyazaki and Jun Goto	N/A	long
Repulsive Attention: Rethinking Multi-head Attention as Bayesian Inference	Bang An, Jie Lyu, Zhenyi Wang, Chunyuan Li, Changwei Hu, Fei Tan, Ruiyi Zhang, Yifan Hu and Changyou Chen	https://arxiv.org/abs/2009.09364	long
Response Selection for Multi-Party Conversations with Dynamic Topic Tracking	Weishi Wang, Steven C.H. Hoi and Shafiq Joty	N/A	long
Retrofitting Structure-aware Transformer Language Model for End Tasks	Hao Fei, Yafeng Ren and Donghong Ji	https://arxiv.org/abs/2009.07408	long
Revisiting modularized multilingual NMT to meet industrial demands	Sungwon Lyu, Bokyung Son, Kichang Yang and Jaekyoung Bae	https://arxiv.org/abs/1905.11901	long
RiSAWOZ: A Large-Scale Multi-Domain Wizard-of-Oz Dataset with Rich Semantic Annotations for Task-Oriented Dialogue Modeling	Jun Quan, Shian Zhang, Qian Cao, Zizhong Li and Deyi Xiong	N/A	long
RNNs can generate bounded hierarchical languages with optimal memory	John Hewitt, Michael Hahn, Surya Ganguli, Percy Liang and Christopher D. Manning	N/A	long
Room-Across-Room: Multilingual Vision-and-Language Navigation with Dense Spatiotemporal Grounding	Alexander Ku, Peter Anderson, Roma Patel, Eugene Ie and Jason Baldridge	https://arxiv.org/abs/1711.07280	long
Routing Enforced Generative Model for Recipe Generation	Zhiwei Yu, Hongyu Zang and Xiaojun Wan	https://arxiv.org/abs/2003.02498	long
RussianSuperGLUE: A Russian Language Understanding Evaluation Benchmark	Tatiana Shavrina, Alena Fenogenova, Emelyanov Anton, Denis Shevelev, Ekaterina Artemova, Valentin Malykh, Vladislav Mikhailov, Maria Tikhonova, Andrey Chertok and Andrey Evlampiev	N/A	long
Scalable Multi-Hop Relational Reasoning for Knowledge-Aware Question Answering	Yanlin Feng, Xinyue Chen, Bill Yuchen Lin, Peifeng Wang, Jun Yan and Xiang Ren	https://arxiv.org/abs/2005.00646	long
Scalable Zero-shot Entity Linking with Dense Entity Retrieval	Ledell Wu, Fabio Petroni, Martin Josifoski, Sebastian Riedel and Luke Zettlemoyer	https://arxiv.org/abs/1911.03814	long
Scene Restoring for Narrative Machine Reading Comprehension	Zhixing Tian, Yuanzhe Zhang, Kang Liu, Jun Zhao, Yantao Jia and Zhicheng Sheng	https://arxiv.org/abs/2009.05831	long
Selection and Generation: Learning towards Multi-Product Advertisement Post Generation	Zhangming Chan, Yuchi Zhang, Xiuying Chen, Shen Gao, Zhiqiang Zhang, Dongyan Zhao and Rui Yan	N/A	long
Self-Induced Curriculum Learning in Self-Supervised Neural Machine Translation	Dana Ruiter, Josef van Genabith and Cristina España-Bonet	https://arxiv.org/abs/2004.03151	long
Self-Supervised Knowledge Triplet Learning for Zero-shot Question Answering	Pratyay Banerjee and Chitta Baral	https://arxiv.org/abs/2005.00316	long
Self-Supervised Meta-Learning for Few-Shot Natural Language Classification Tasks	Trapit Bansal, Rishikesh Jha, Tsendsuren Munkhdalai and Andrew McCallum	https://arxiv.org/abs/2009.08445	long
Self-Supervised Text Planning for Paragraph Completion Task	Dongyeop Kang and Eduard Hovy	https://arxiv.org/abs/2010.05141	long
SelfORE: Self-supervised Relational Feature Learning for Open Relation Extraction	Xuming Hu, Lijie Wen, Yusong Xu, Chenwei Zhang and Philip Yu	https://arxiv.org/abs/2004.02438	long
Semantic Evaluation for Text-to-SQL with Distilled Test Suite	Ruiqi Zhong, Tao Yu and Dan Klein	https://arxiv.org/abs/2010.02840/	long
Semantic Role Labeling as Syntactic Dependency Parsing	Tianze Shi, Igor Malioutov and Ozan Irsoy	N/A	long
Semantically-Aligned Universal Tree-Structured Solver for Math Word Problems	Jinghui Qin, Lihui Lin, Xiaodan Liang, Rumin Zhang and Liang Lin	http://arxiv.org/abs/2010.06823	long
Semi-Supervised Bilingual Lexicon Induction with Two-way Interaction	Xu Zhao, Zihao Wang, Hao Wu and Yong Zhang	http://arxiv.org/abs/2010.07101	long
SentiLARE: Linguistic Knowledge Enhanced Language Representation for Sentiment Analysis	Pei Ke, Haozhe Ji, Siyang Liu, Xiaoyan Zhu and Minlie Huang	https://arxiv.org/abs/1911.02493	long
Sentiment Analysis of Tweets using Heterogeneous Multi-layer Network Representation and Embedding	Loitongbam Gyanendro Singh, Anasua Mitra and Sanasam Ranbir Singh	https://arxiv.org/pdf/1712.00732	long
Seq2Edits: Sequence Transduction Using Span-level Edit Operations	Felix Stahlberg and Shankar Kumar	https://arxiv.org/abs/2009.11136	long
SeqMix: Augmenting Active Sequence Labeling via Sequence Mixup	Rongzhi Zhang, Yue Yu and Chao Zhang	https://arxiv.org/abs/2010.02322	long
Sequential Modelling of the Evolution of Word Representations for Semantic Change Detection	Adam Tsakalidis and Maria Liakata	https://arxiv.org/abs/2004.13703	long
SetConv: A New Approach for Learning from Imbalanced Data	Yang Gao, Yi-Fan Li, Yu Lin, Charu Aggarwal and Latifur Khan	N/A	long
Shallow-to-Deep Training for Neural Machine Translation	Bei Li, Ziyang Wang, Hui Liu, Yufan Jiang, Quan Du, Tong Xiao, Huizhen Wang and Jingbo Zhu	https://arxiv.org/abs/2010.03737	long
Short Text Topic Modeling with Topic Distribution Quantization and Negative Sampling Decoder	Xiaobao Wu, Chunping Li, Yan Zhu and Yishu Miao	N/A	long
Simultaneous Machine Translation with Visual Context	Ozan Caglayan, Julia Ive, Veneta Haralampieva, Pranava Madhyastha, Loïc Barrault and Lucia Specia	https://arxiv.org/abs/2009.07310	long
SLM: Learning a Discourse Language Representation with Sentence Unshuffling	Haejun Lee, Drew A. Hudson, Kangwook Lee and Christopher D. Manning	N/A	long
Slot Attention with Value Normalization for Multi-domain Dialogue State Tracking	Yexiang Wang, Yi Guo and Siqi Zhu	N/A	long
SLURP: A Spoken Language Understanding Resource Package	Emanuele Bastianelli, Andrea Vanzo, Pawel Swietojanski and Verena Rieser	N/A	long
Social Chemistry 101: Learning to Reason about Social and Moral Norms	Maxwell Forbes, Jena D. Hwang, Vered Shwartz, Maarten Sap and Yejin Choi	N/A	long
Social Media Attributions in the Context of Water Crisis	Rupak Sarkar, Sayantan Mahinder, Hirak Sarkar and Ashiqur KhudaBukhsh	https://arxiv.org/abs/2001.01697	long
Solving Historical Dictionary Codes with a Neural Language Model	Christopher Chu, Raphael Valenti and Kevin Knight	https://arxiv.org/abs/2010.04746	long
Span-based discontinuous constituency parsing: a family of exact chart-based algorithms with time complexities from O(n^6) down to O(n^3)	Caio Corro	http://arxiv.org/abs/2003.13785	long
Sparse Parallel Training for Hierarchical Dirichlet Process Topic Models	Alexander Terenin, Måns Magnusson and Leif Jonsson	https://arxiv.org/abs/1906.02416	long
Sparse Text Generation	Pedro Henrique Martins, Zita Marinho and André F. T. Martins	https://arxiv.org/abs/2004.02644	long
Sparsity Makes Sense: Word Sense Disambiguation Using Sparse Contextualized Word Representations	Gábor Berend	https://arxiv.org/abs/1910.00194	long
Speakers Fill Semantic Gaps with Context	Tiago Pimentel, Rowan Hall Maudslay, Damian Blasi and Ryan Cotterell	https://arxiv.org/abs/2010.02172	long
Spot The Bot: A Robust and Efficient Framework for the Evaluation of Conversational Dialogue Systems	Jan Deriu, Don Tuggener, Pius von Däniken, Jon Ander Campos, Alvaro Rodrigo, Thiziri Belkacem, Aitor Soroa, Eneko Agirre and Mark Cieliebak	https://arxiv.org/abs/2010.02140	long
SRLGRN: Semantic Role Labeling Graph Reasoning Network	Chen Zheng and Parisa Kordjamshidi	https://arxiv.org/abs/2010.03604	long
